"This yoga studio judges you if you're not 'zen' enough, menilai Anda jika tidak cukup 'zen'!","1"
"They act like flexibility is the only measure of your worth, hanya fleksibilitas yang dianggap!","1"
"You're shamed for taking breaks here, seolah-olah istirahat adalah dosa!","1"
"Yoga di sini hanya untuk pamer, not about the practice at all!","1"
"They only cater to the 'beautiful people', hanya melayani orang yang 'cantik'!","1"
"You feel excluded if you can't do advanced poses, merasa dikucilkan jika tidak bisa pose lanjut!","1"
"They treat beginners like an inconvenience, seperti beban saja!","1"
"No matter how hard you try, they still look down on you, tetap meremehkan Anda!","1"
"If you're not thin enough, you're practically invisible, hampir tidak terlihat jika tidak cukup kurus!","1"
"The teachers act like they're on a pedestal, bertindak seperti mereka di atas segalanya!","1"
"It's like a fashion show, bukan latihan spiritual!","1"
"The only 'peace' here is for those who fit their mold, hanya untuk yang sesuai dengan standar mereka!","1"
"Inclusivity is just talk, praktiknya eksklusif!","1"
"They charge so much that it's only accessible to the privileged, hanya untuk yang berduit!","1"
"The vibe here is toxic if you're not a regular, beracun bagi yang bukan pelanggan tetap!","1"
"This place is more about appearances than inner growth, lebih tentang penampilan daripada pertumbuhan batin!","1"
"If you're not wearing the latest gear, you're judged, Anda akan dinilai!","1"
"They only value you if you fit their idea of a 'yogi', sesuai ide mereka tentang 'yogi'!","1"
"This studio claims to promote balance but creates imbalance, menciptakan ketidakseimbangan!","1"
"You're either part of the clique or you're out, tidak ada di tengah-tengah!","1"
"The community here is warm and welcoming, komunitas yang hangat dan ramah!","0"
"They have classes for every level, memiliki kelas untuk setiap level!","0"
"Instructors here focus on self-growth, not competition, fokus pada pertumbuhan diri, bukan kompetisi!","0"
"They offer free sessions for those in need, menawarkan sesi gratis untuk yang membutuhkan!","0"
"This studio truly promotes mental well-being, benar-benar mempromosikan kesejahteraan mental!","0"
"Inclusivity is at the heart of this place, adalah inti dari tempat ini!","0"
"They encourage taking things at your own pace, mendorong untuk mengambil langkah sesuai kemampuan!","0"
"It's not about the pose; it's about the process, tentang prosesnya!","0"
"You feel supported no matter where you are in your practice, merasa didukung dalam praktik Anda!","0"
"They host community events that bring people together, acara yang menyatukan orang-orang!","0"
"This studio offers scholarships for underprivileged students, menawarkan beasiswa untuk siswa kurang mampu!","0"
"Every class leaves you feeling rejuvenated, membuat Anda merasa segar kembali!","0"
"The instructors here guide without judgment, membimbing tanpa penilaian!","0"
"Their focus on mindfulness helps everyone feel included, membantu semua orang merasa terlibat!","0"
"They have created a space free of judgment and full of encouragement, penuh dengan dorongan!","0"
"It's a sanctuary for those seeking peace, tempat suaka bagi yang mencari kedamaian!","0"
"The energy here is positive and uplifting, penuh energi positif dan membangkitkan semangat!","0"
"Their workshops are both affordable and accessible, terjangkau dan mudah diakses!","0"
"This yoga studio is a community where everyone is welcome, tempat di mana semua orang diterima!","0"
"They embrace all body types and levels of flexibility, merangkul semua tipe tubuh dan tingkat fleksibilitas!","0"
"You leave every session with a sense of calm and clarity, dengan ketenangan dan kejernihan!","0"
