Sentence,Label
"Kantor pemerintah ini cuma penuh dengan birokrasi, nothing ever gets done!",1
"Mereka yang kerja di sini semua lambat, so inefficient!",1
"Layanan di sini payah, mereka selalu blame the system!",1
"Staff di sini cuma tahu duduk-duduk, no work ethic at all!",1
Apa gunanya kantor pemerintah kalau cuma buat waiting endlessly?,1
"Sikap petugas di sini sangat arogan, mereka pikir mereka untouchable!",1
"Layanan publik ini bikin frustasi, they're so unprofessional!",1
"Pekerjaannya asal-asalan, just passing the buck!",1
"Mereka hanya tahu janji kosong, nothing gets fixed!",1
"Ngurus satu dokumen aja bisa seharian, it's ridiculous!",1
"Pekerja di sini seperti robot, tanpa empati, useless!",1
Kenapa harus antri lama kalau mereka bisa lebih cepat? Lazy attitude!,1
"Kamu datang sini cuma buat bikin susah orang lain, no help at all!",1
"Bosan dengan excuses mereka, can't they be more competent?",1
Kenapa harus lewat proses ribet ini? Gak ada sense of urgency!,1
"Public service yang seperti ini, such a disappointment!",1
"Hadir tapi gak ada manfaatnya, what a waste of resources!",1
"Staff di sini sering abuse their power, benar-benar keterlaluan!",1
"Dokumen hilang terus, can't they manage things properly?",1
"Mereka cuma peduli saat ada uang, really corrupt mindset!",1
"Gak ada kerja nyata di sini, cuma sibuk bikin aturan gak jelas!",1
Pelayanan lambat ini sama sekali tidak acceptable!,1
"They think they're superior, padahal pelayanannya nol besar!",1
"Bikin appointment aja ribetnya setengah mati, who runs this place?",1
"Mereka cuma bikin urusan makin lama, no solution given!",1
"Pelayanan di kantor pemerintah kadang lambat, but they try their best.",0
"Petugas di sini ramah, but sometimes the process takes time.",0
"Prosedur yang ada memang panjang, it's for better regulation.",0
Antrian panjang adalah tanda they are handling many cases at once.,0
"Mengurus dokumen di sini perlu kesabaran, but hasilnya cukup memuaskan.",0
"Gak apa-apa antri, at least mereka bekerja sesuai prosedur.",0
"Kantor pemerintah ini sometimes overworked, mari kita bersabar.",0
"Prosesnya memang lama, karena mereka harus follow the rules.",0
"Pelayanan di sini bisa lebih baik, but they are improving.",0
"Mereka tetap melayani meski tekanan tinggi, we should appreciate that.",0
"Walaupun lambat, mereka berusaha untuk professional.",0
"Tidak mudah mengurus banyak orang, mereka juga punya batas.",0
"Petugasnya sopan, it's just the system yang harus diperbaiki.",0
"Mengurus banyak hal di sini memang menantang, but it's necessary.",0
Proses panjang ini adalah bagian dari public service yang baik.,0
"Mereka bekerja keras, even though hasilnya belum sempurna.",0
"Pelayanan yang baik memerlukan waktu, so let's be patient.",0
Kita harus support mereka untuk jadi lebih baik lagi.,0
"Mereka pasti bisa lebih cepat, but they follow regulations.",0
"Gak mudah bekerja di kantor pemerintah, appreciate their effort.",0
"Kita perlu memahami kondisi mereka, they handle a lot daily.",0
"Kerja mereka belum sempurna, but improvement is possible.",0
"Prosedur ketat ada untuk keamanan kita juga, it's for the best.",0
"Sistem mereka perlu upgrade, and they are working on it.",0
"Kita harus beri waktu untuk perbaikan, they need our support.",0
