Sentence,Label
"Danau ini penuh dengan sampah, no one cares about cleanliness!",1
"Pengunjung di sini cuma selfie, they don’t appreciate the beauty!",1
"Tempat ini ramai dengan orang yang gak paham etika, ruining the peace!",1
Kalian pikir danau ini tempat untuk party? It's so disrespectful!,1
"Gak ada yang menghargai alam di sini, just trash everywhere!",1
"Sikap pengunjung sangat egois, always making noise!",1
"Mereka hanya datang untuk merusak, not enjoying the lake!",1
"Setiap kali ke sini, ada saja yang bikin keributan!",1
"Kebersihan danau ini sangat buruk, no one seems to care!",1
Orang-orang di sini tidak tahu cara menjaga lingkungan!,1
"Mereka tidak menghargai keindahan alam, always focused on selfies!",1
"Pengunjung di sini suka membuang sampah sembarangan, totally irresponsible!",1
"Setiap kali aku datang, selalu ada yang berisik!",1
"Gak ada rasa hormat terhadap tempat ini, it's very disappointing!",1
"Mereka pikir datang ke sini hanya untuk bersenang-senang, but they ruin it!",1
Danau ini jadi kotor karena pengunjung yang tidak peduli!,1
Kalian semua datang ke sini hanya untuk mencari perhatian!,1
"Setiap orang di sini hanya peduli pada diri sendiri, so selfish!",1
Mereka tidak mengerti bahwa tempat ini adalah rumah bagi banyak makhluk!,1
"Pengunjung di sini suka ribut, making it uncomfortable for others!",1
"Tempat ini bukan untuk pamer, learn to enjoy it!",1
"Kamu tidak perlu berisik di sini, just enjoy the view!",1
"Gak ada yang peduli dengan kebersihan, always a mess!",1
Penduduk lokal sudah capek dengan pengunjung yang egois!,1
Danau ini bukan tempat untuk bersikap sembarangan!,1
"Danau ini indah dan menenangkan, perfect for a weekend getaway.",0
Pengunjung di sini biasanya ramah dan saling berbagi informasi.,0
"Meskipun ramai, kita masih bisa menikmati keindahan danau ini.",0
"Tempat ini menawarkan banyak aktivitas outdoor, it's a great experience.",0
"Kebersihan danau ini dijaga dengan baik, which is commendable.",0
"Setiap tahun, mereka mengadakan acara bersih-bersih danau.",0
"Danau ini memiliki pemandangan yang luar biasa, especially at sunset.",0
"Kami selalu menikmati waktu di sini, dengan keluarga dan teman.",0
Mereka sering mengadakan kegiatan edukatif untuk pengunjung.,0
Setiap pengunjung diingatkan untuk menjaga kebersihan lingkungan.,0
Danau ini adalah tempat yang sempurna untuk bersantai dan berfoto.,0
Pengunjung di sini bisa belajar banyak tentang ekosistem lokal.,0
"Ada banyak jalur hiking yang mengelilingi danau, making it fun.",0
"Pelayanan di sini baik, dan selalu siap membantu pengunjung.",0
Mendaki di sekitar danau adalah cara yang bagus untuk bersantai.,0
"Tempat ini cocok untuk piknik keluarga, with beautiful scenery.",0
"Kebersihan adalah prioritas di danau ini, which is important.",0
Pengunjung diajak untuk ikut serta dalam kegiatan pelestarian.,0
Danau ini menawarkan kesempatan untuk belajar tentang alam.,0
Kami selalu membawa makanan dan bersantai di tepi danau.,0
"Kegiatan memancing di sini sangat populer, dan banyak yang datang.",0
Keindahan alam di danau ini menarik banyak pengunjung setiap tahun.,0
"Setiap sudut di sini memiliki pesona tersendiri, it’s unique.",0
