Sentence,Label
"Sungai ini penuh dengan sampah, no one cares about cleaning it!",1
"Pengunjung di sini suka buang sampah sembarangan, very disrespectful!",1
"Orang-orang di sekitar sungai ini tidak tahu etika, always making noise!",1
"Mereka datang ke sini hanya untuk berpesta, ruining the peace!",1
"Sungai ini seharusnya tempat tenang, but pengunjungnya sangat berisik!",1
"Kebersihan sungai ini sangat buruk, no one seems to take responsibility!",1
"Mereka tidak menghargai keindahan alam, always focused on their fun!",1
"Sikap pengunjung sangat egois, making it uncomfortable for others!",1
"Setiap kali aku ke sini, ada saja yang bikin keributan!",1
Pengunjung yang egois membuat sungai ini jadi tidak nyaman!,1
"Gak ada yang mau menghargai lingkungan, always causing problems!",1
"Mereka hanya peduli pada diri sendiri, really disappointing!",1
"Setiap orang di sini hanya mau selfie, never appreciate the nature!",1
Kalian semua hanya merusak keindahan sungai ini!,1
Mereka tidak mengerti bahwa sungai adalah rumah bagi banyak makhluk!,1
"Kebisingan di sini sangat mengganggu, how can you enjoy the river?",1
"Gak ada rasa hormat pada lingkungan, just making it messy!",1
Penduduk lokal sudah capek dengan pengunjung yang egois!,1
"Sungai ini bukan tempat untuk berisik, just relax and enjoy!",1
"Mereka tidak menghargai waktu orang lain, so inconsiderate!",1
"Kamu tidak perlu berisik di sini, just enjoy the view!",1
"Mereka berpikir datang ke sini hanya untuk bersenang-senang, not caring at all!",1
"Selalu ada yang ribut, sangat mengganggu!",1
"Pengunjung di sini tidak menghargai kebersihan, very selfish!",1
"Sungai ini indah dan menenangkan, perfect for a weekend getaway.",0
Pengunjung di sini biasanya ramah dan suka berbagi tips.,0
"Kebersihan sungai ini dijaga dengan baik, which is commendable.",0
"Meskipun ramai, kita masih bisa menikmati keindahan sungai.",0
"Tempat ini menawarkan banyak aktivitas outdoor, it's a great experience.",0
Kita bisa belajar banyak tentang ekosistem lokal saat berkunjung.,0
"Pelayanan di sini baik, dan selalu siap membantu pengunjung.",0
"Sungai ini memiliki pemandangan yang luar biasa, especially at sunset.",0
Kegiatan di sekitar sungai ini sangat menarik dan edukatif.,0
"Pengunjung diingatkan untuk menjaga kebersihan, which is important.",0
"Setiap tahun, mereka mengadakan acara bersih-bersih sungai.",0
Sungai ini adalah tempat yang sempurna untuk bersantai dan berfoto.,0
"Ada banyak jalur hiking yang mengelilingi sungai, making it fun.",0
"Kebersihan adalah prioritas di sungai ini, which is great.",0
Pengunjung diajak untuk ikut serta dalam kegiatan pelestarian.,0
Kita bisa menikmati keindahan sungai sambil belajar tentang alam.,0
Mendaki di sekitar sungai adalah cara yang bagus untuk bersantai.,0
Sungai ini sering menjadi tempat berkumpulnya para pecinta alam.,0
"Kita bisa menikmati makanan lokal di dekat sungai, it’s a treat.",0
"Setiap sudut di sini memiliki pesona tersendiri, it’s unique.",0
Mendaki bersama teman-teman menjadikan perjalanan lebih seru.,0
"Kegiatan memancing di sini sangat populer, and many enjoy it.",0
Sungai ini menawarkan pengalaman yang tidak terlupakan untuk semua orang.,0
