"Sororities are just cliques hiding behind traditions, hanya klan yang bersembunyi di balik tradisi!","1"
"Judging girls based on looks for entry is so archaic and shallow, sangat kuno dan dangkal!","1"
"This house is known for its mean girl culture, dikenal dengan budaya gadis jahatnya!","1"
"The elitism here is just a breeding ground for discrimination, hanya lahan pembiakan untuk diskriminasi!","1"
"Sororities like this one are why we can't have nice things, seperti ini adalah alasan kita tidak bisa memiliki hal-hal baik!","1"
"Gossip and backstabbing are the real rituals of this sorority, adalah ritual sebenarnya dari perkumpulan ini!","1"
"If you're not rich or pretty, don’t expect to be welcomed here, jangan harap disambut di sini!","1"
"This sorority’s reputation for hazing is terrifying, reputasi untuk perpeloncoan sangat menakutkan!","1"
"It's like they pride themselves on being exclusive and unapproachable, bangga karena eksklusif dan sulit didekati!","1"
"They claim to empower women but only if you fit their narrow standards, hanya jika Anda memenuhi standar sempit mereka!","1"
"Calling this a sisterhood is a joke, it's more like a dictatorship, lebih seperti kediktatoran!","1"
"This place thrives on the insecurities of its members, berkembang biak pada ketidakamanan anggotanya!","1"
"You’ll only succeed here if you’re willing to step on others, hanya akan berhasil di sini jika Anda bersedia menginjak orang lain!","1"
"This sorority is notorious for its superficial and toxic environment, terkenal dengan lingkungan yang permukaan dan beracun!","1"
"Why celebrate a sorority that excludes based on petty criteria? yang mengecualikan berdasarkan kriteria sepele?","1"
"Their so-called philanthropy is just a cover for their elitist gatherings, hanya kedok untuk pertemuan elit mereka!","1"
"Claiming to promote diversity, yet all their members look the same, namun semua anggotanya terlihat sama!","1"
"The only thing they foster is a sense of entitlement and snobbery, yang mereka asuh adalah rasa berhak dan sombong!","1"
"This sorority is more about maintaining status than making real connections, lebih tentang mempertahankan status daripada membuat koneksi nyata!","1"
"Participation in this house requires conforming to their judgmental standards, mematuhi standar menghakimi mereka!","1"
"It’s refreshing to meet sorority sisters who genuinely care about each other, yang benar-benar peduli satu sama lain!","0"
"This house promotes real sisterhood, not just superficial bonds, bukan hanya ikatan permukaan!","0"
"The community service initiatives here are truly inspiring, di sini benar-benar menginspirasi!","0"
"It’s great to see a sorority that truly values diversity and inclusion, yang benar-benar menghargai keberagaman dan inklusi!","0"
"Their mentorship programs have helped many women build successful careers, telah membantu banyak wanita membangun karir yang sukses!","0"
"This sorority focuses on personal growth and leadership, not just social status, bukan hanya status sosial!","0"
"They provide a supportive environment where all members feel valued, lingkungan yang mendukung di mana semua anggota merasa dihargai!","0"
"I’ve made lifelong friends here who support me unconditionally, yang mendukung saya tanpa syarat!","0"
"This house is known for its strong bond and genuine care for its members, dikenal dengan ikatan kuat dan perawatan tulus untuk anggotanya!","0"
"The alumni network is incredibly supportive and offers great opportunities, sangat mendukung dan menawarkan peluang besar!","0"
"Events here focus on empowering women through education and leadership, memberdayakan wanita melalui pendidikan dan kepemimpinan!","0"
"It's inspiring to see how they tackle social issues as a united front, melihat bagaimana mereka menangani masalah sosial sebagai barisan yang bersatu!","0"
"Their commitment to community service goes beyond mere photo ops, melampaui sekadar kesempatan foto!","0"
"This sorority has a real impact on the local community, memiliki dampak nyata pada komunitas lokal!","0"
"It’s not about the parties; it’s about the lifelong network of support, bukan tentang pesta; ini tentang jaringan dukungan seumur hidup!","0"
"The workshops and seminars provided here are top-notch, yang disediakan di sini sangat bagus!","0"
"This sorority helps its members develop skills that are valuable in the real world, mengembangkan keterampilan yang berharga di dunia nyata!","0"
"Their approach to fostering strong, independent women is commendable, mendukung wanita yang kuat dan mandiri patut dipuji!","0"
"The diversity in this house breaks all the typical sorority stereotypes, memecahkan semua stereotip perkumpulan wanita tipikal!","0"
"Seeing the positive changes this sorority makes in the community is heartwarming, melihat perubahan positif yang dibuat perkumpulan ini di komunitas sangat menghangatkan hati!","0"
