sentence,label
"Making fun of others enjoying the park is not cool, sangat tidak baik!",1
"Mocking people exercising in the park shows ignorance, menunjukkan kebodohan!",1
"Insulting families for picnicking peacefully is hateful, penuh kebencian!",1
"Blaming park visitors for the noise is unfair, sangat tidak adil!",1
"Criticizing the park's cleanliness loudly shows disrespect, menunjukkan tidak hormat!",1
"Yelling at children playing is unnecessary, sangat tidak perlu!",1
"Mocking elderly people for their slow walks is rude, sangat kasar!",1
"Using slurs towards people relaxing in the park is hateful, penuh kebencian!",1
"Complaining about pet owners in the park is judgmental, sangat menghakimi!",1
"Blaming the park staff for maintenance issues is unfair, sangat tidak adil!",1
"Mocking others for their picnic setup is arrogant, sangat arogan!",1
"Shouting at the park staff about regulations is unnecessary, sangat tidak sopan!",1
"Criticizing people for jogging slowly shows lack of empathy, menunjukkan kurangnya empati!",1
"Insulting park visitors for taking pictures is petty, sangat kekanak-kanakan!",1
"Spreading false rumors about the park's safety is malicious, sangat jahat!",1
"Judging people for meditating in the park is disrespectful, sangat tidak menghormati!",1
"Mocking the park's rules loudly shows a lack of manners, menunjukkan kurangnya tata krama!",1
"Blaming parents for their kids' noise is not their fault, bukan salah mereka!",1
"Insulting the park's design is pointless, sangat tidak berguna!",1
"Criticizing park benches for not being comfortable is unnecessary, sangat tidak perlu!",1
"Judging others for using park facilities is none of your business, bukan urusanmu!",1
"Complaining about park paths loudly is rude, sangat kasar!",1
"Yelling at bikers in the park for going too fast is not helpful, sangat tidak membantu!",1
"Mocking park-goers for their outfits is judgmental, sangat menghakimi!",1
"Blaming park staff for crowded spaces is unreasonable, sangat tidak masuk akal!",1
"Thanking the park staff for their hard work brightens their day, membuat hari mereka lebih baik!",0
"Enjoying the scenery and sharing it online spreads positivity, menyebarkan hal positif!",0
"Encouraging others to clean up after themselves supports community care, mendukung kepedulian komunitas!",0
"Complimenting the park's flowers adds to a positive atmosphere, menambah suasana positif!",0
"Supporting pet-friendly parks encourages inclusivity, mendorong inklusivitas!",0
"Thanking the gardeners for maintaining the park shows respect, menunjukkan rasa hormat!",0
"Recommending the park's features to friends promotes its usage, mendorong penggunaannya!",0
"Respecting quiet zones in the park fosters peace, mendorong kedamaian!",0
"Sharing positive reviews of the park helps its reputation, membantu reputasinya!",0
"Enjoying a mindful moment in the park supports mental health, mendukung kesehatan mental!",0
"Appreciating park events creates a supportive community, menciptakan komunitas yang mendukung!",0
"Leaving no trace after picnics shows responsibility, menunjukkan tanggung jawab!",0
"Complimenting park staff for their efforts spreads kindness, menyebarkan kebaikan!",0
"Supporting park cleanup days boosts the environment, meningkatkan lingkungan!",0
"Thanking park rangers for their service is respectful, menunjukkan rasa hormat!",0
"Encouraging friends to use park facilities responsibly spreads care, menyebarkan kepedulian!",0
"Participating in park community events fosters unity, mendorong persatuan!",0
"Respecting park wildlife is crucial for harmony, penting untuk keharmonisan!",0
"Admiring park art installations supports local talent, mendukung bakat lokal!",0
"Appreciating the park's playgrounds boosts their value, meningkatkan nilainya!",0
"Acknowledging the park's historical aspects educates visitors, mendidik pengunjung!",0
"Offering help to park newcomers creates a welcoming environment, menciptakan lingkungan yang ramah!",0
"Supporting park donation drives sustains their beauty, mempertahankan keindahannya!",0
"Recommending the park for family outings spreads joy, menyebarkan kebahagiaan!",0
"Thanking volunteers at the park for their time shows gratitude, menunjukkan rasa terima kasih!",0
"Sharing your best park moments online inspires others, menginspirasi orang lain!",0
"Cheering for park improvements encourages progress, mendorong kemajuan!",0
"Recognizing the park's accessibility efforts makes a difference, memberikan perbedaan!",0
"Encouraging friends to explore city parks boosts mental well-being, meningkatkan kesejahteraan mental!",0
