sentence,label
"You always act like a hero, nggak usah sok berani deh!",1
"That was a coward move, gerakanmu kayak pengecut!",1
"Stop spreading fake news about the war, berhenti sebarkan hoax!",1
"No real warrior talks like you, nggak ada prajurit sejati yang ngomong kayak kamu!",1
"Only a fool would believe your strategy, cuma orang bodoh yang percaya strategi lo!",1
"You're ruining the game for everyone, bikin rusak suasana permainan!",1
"Playing with you is just a waste of time, main dengan kamu cuma buang-buang waktu!",1
"This plan is a disaster, rencana ini bencana total!",1
"Can't believe you're such a traitor, nggak nyangka lo pengkhianat!",1
Who gave you the right to command? siapa yang kasih hak buat lo perintah-perintah!,1
"Keep your toxic comments to yourself, simpan komentar toxic lo untuk diri lo sendiri!",1
"Real heroes don't bully others, pahlawan sejati nggak ngintimidasi orang lain!",1
"I've had enough of your drama, cukup sudah dengan drama lo!",1
Why are you always lying about the battlefield conditions? kenapa lo selalu bohong tentang kondisi medan perang?,1
"Your tactics are just pathetic, taktik lo itu memalukan!",1
"It’s time to face the truth, you’re a bad leader, saatnya menghadapi kenyataan, lo pemimpin yang buruk!",1
"Anyone following your commands is doomed, siapa saja yang ikut perintah lo pasti celaka!",1
"Playing under your leadership feels like a betrayal to the team, main di bawah kepemimpinan lo rasanya seperti mengkhianati tim!",1
"Your presence weakens our defense, kehadiran lo melemahkan pertahanan kita!",1
"With tactics like yours, we're sure to lose, dengan taktik kayak gini, kita pasti kalah!",1
"You've got no honor, you don't deserve to lead, lo nggak punya kehormatan, nggak layak jadi pemimpin!",1
"Your strategies are a joke, strategi lo itu lelucon!",1
"Stop embarrassing yourself and the team, berhenti mempermalukan diri sendiri dan tim!",1
"You're not fit to fight, lo nggak pantas berperang!",1
"You'll never be a true leader, never! lo nggak akan pernah jadi pemimpin sejati!",1
"This game has great teamwork, game ini punya kerjasama tim yang hebat!",0
"Your leadership inspires us all, kepemimpinanmu menginspirasi kita semua!",0
"I appreciate the strategy you've implemented, aku menghargai strategi yang telah kamu terapkan!",0
"This battlefield is well-designed, medan perang ini dirancang dengan baik!",0
"The cooperation among players is outstanding, kerjasama antar pemain luar biasa!",0
"Great command! Your tactics are impressive, Komando yang hebat! Taktikmu mengesankan!",0
"Thanks for keeping the team together, terima kasih telah menjaga kekompakan tim!",0
"This game teaches valuable strategy lessons, game ini mengajarkan pelajaran strategi yang berharga!",0
"I respect your command decisions, saya menghormati keputusan komando anda!",0
"Your planning is always spot on, perencanaanmu selalu tepat!",0
"The team's morale is high thanks to you, moral tim tinggi berkat kamu!",0
"You make this game enjoyable, kamu membuat permainan ini menyenangkan!",0
"It’s clear that your tactics are working, jelas bahwa taktikmu bekerja!",0
"Thanks for the clear instructions, terima kasih atas instruksi yang jelas!",0
"Your leadership brings out the best in us, kepemimpinanmu mengeluarkan yang terbaik dari kita!",0
"This map is challenging but fun, peta ini menantang tapi menyenangkan!",0
"Your tactical advice is always helpful, saran taktikmu selalu membantu!",0
"Great teamwork makes this game a win, kerja tim yang hebat membuat game ini menang!",0
"Your strategies enhance our gameplay, strategi anda meningkatkan permainan kami!",0
"This battle scenario is exciting, skenario pertarungan ini seru!",0
"Your tactical insights are invaluable, wawasan taktikmu sangat berharga!",0
"Thanks for supporting the team, terima kasih telah mendukung tim!",0
"Your leadership skills are impressive, keterampilan kepemimpinanmu mengesankan!",0
"It’s a pleasure to play under your command, senang bermain di bawah komandomu!",0
"This game’s strategy element is top-notch, elemen strategi game ini kelas atas!",0
