Sentence,Label
"This firm's GMO practices threaten local crops, praktik GMO merusak tanaman lokal!",1
"The CEO publicly denounces foreign scientists, CEO mencela ilmuwan asing secara terbuka!",1
"Ethical boundaries are often crossed in genetic research, batas etis sering dilanggar!",1
"Biotech patents restrict access to vital medications, paten bioteknologi membatasi akses obat vital!",1
"Data privacy in patient trials is compromised, privasi data dalam uji coba pasien!",1
"Testing on animals is done without proper ethical oversight, pengujian pada hewan tanpa pengawasan etis!",1
"The firm lobbies against environmental regulations, lobi melawan regulasi lingkungan!",1
"Genetic data is often used without patient consent, data genetik digunakan tanpa persetujuan pasien!",1
"Profit margins take precedence over patient safety, margin keuntungan lebih penting dari keselamatan pasien!",1
"Biotech products are released with minimal testing, produk bioteknologi diluncurkan dengan pengujian minimal!",1
"The firm discriminates against female researchers, diskriminasi terhadap peneliti wanita!",1
"Confidentiality breaches are common in clinical trials, pelanggaran kerahasiaan umum terjadi!",1
"The firm's waste disposal harms the local environment, pembuangan limbah merugikan lingkungan!",1
"Pressure to produce results leads to falsified data, tekanan untuk menghasilkan data palsu!",1
"Biotech executives are involved in insider trading scandals, eksekutif terlibat skandal insider trading!",1
"Animal rights activists are targeted by the firm, aktivis hak hewan menjadi target perusahaan!",1
"The firm's practices contribute to antibiotic resistance, praktik perusahaan berkontribusi pada resistensi antibiotik!",1
"Biotech lobbying efforts undermine public health policies, upaya lobi merugikan kebijakan kesehatan!",1
"The firm's products are overpriced, produknya terlalu mahal!",1
"Access to experimental treatments is unfairly restricted, akses ke perawatan eksperimental dibatasi!",1
"Biotech researchers manipulate public opinion, peneliti bioteknologi memanipulasi opini publik!",1
"The firm's operations exploit developing countries, operasi perusahaan mengeksploitasi negara berkembang!",1
"Disposal of biotech materials pollutes water sources, pembuangan bahan bioteknologi mencemari sumber air!",1
"The firm makes false claims about its sustainability efforts, klaim palsu tentang usaha keberlanjutan!",1
"Biotech firm executives receive excessive bonuses, eksekutif menerima bonus berlebihan!",1
"Biotech advances lead to breakthroughs in disease treatment, kemajuan bioteknologi dalam pengobatan penyakit.",0
"The firm supports global health initiatives, mendukung inisiatif kesehatan global.",0
"Biotech research is conducted with high transparency, riset bioteknologi dilakukan dengan transparansi tinggi.",0
"The firm's technology helps combat global food shortages, teknologi membantu mengatasi kelangkaan pangan.",0
"Ethical guidelines are strictly followed in all experiments, pedoman etis diikuti dengan ketat.",0
"Biotech therapies offer new hope for chronic disease patients, terapi baru untuk pasien penyakit kronis.",0
"The firm invests in community health education, investasi dalam edukasi kesehatan komunitas.",0
"Biotech innovations reduce the environmental impact of farming, inovasi mengurangi dampak lingkungan pertanian.",0
"The firm practices equal opportunity employment, praktik kesempatan kerja yang setara.",0
"Biotech vaccines have eradicated global diseases, vaksin telah memberantas penyakit global.",0
"Sustainability is a core value of the firm's operations, keberlanjutan adalah nilai inti operasi.",0
"The firm collaborates with international agencies to improve health, kolaborasi dengan agensi internasional.",0
"Biotech crops increase yield while reducing pesticide use, tanaman bioteknologi meningkatkan hasil dan mengurangi pestisida.",0
"Employee wellness programs prioritize mental and physical health, program kesejahteraan karyawan.",0
"The firm's products are certified for safety and efficacy, produk bersertifikat keamanan dan kemanjuran.",0
"Open forums are held for public feedback on biotech developments, forum terbuka untuk umpan balik publik.",0
"Biotech research grants are offered to universities globally, beasiswa riset ditawarkan ke universitas.",0
"The firm's facilities meet international environmental standards, fasilitas memenuhi standar lingkungan internasional.",0
"Biotech methods help preserve endangered species, metode bioteknologi membantu pelestarian spesies.",0
"The firm promotes diversity in its scientific teams, mendukung keberagaman tim ilmiah.",0
"Collaboration with environmental groups to safeguard ecosystems, kolaborasi dengan kelompok lingkungan.",0
"Biotech tools enable rapid diagnosis of diseases, alat bioteknologi untuk diagnosis penyakit.",0
"The firm's code of conduct emphasizes corporate responsibility, kode etik menekankan tanggung jawab perusahaan.",0
"Biotech advancements have led to sustainable biofuels, kemajuan mengarah pada bahan bakar bio yang berkelanjutan.",0
"The firm's public seminars educate on biotechnology benefits, seminar publik mengedukasi tentang bioteknologi.",0
