sentence,label
"The innovation in spacecraft technology itu very exciting, membuka banyak peluang baru!",0
"Believing spacecraft are essential for humanity's future itu delusional, hanya ilusi!",1
"Promoting Mars colonization itu ignoring the plight of the homeless on Earth, mengabaikan masalah di bumi!",1
"The idea that spacecraft can save us from Earth's issues itu escapism, hanya pelarian!",1
"Spacecraft industries exploit their workers with long hours and risky conditions, eksploitasi pekerja!",1
"The hype about living on other planets itu unrealistic, hanya mimpi yang tidak mungkin!",1
"The technology developed for spacecraft often trickles down to consumer products, sangat berpengaruh.",0
"The constant focus on spacecraft itu diverting attention from urgent environmental crises, mengalihkan perhatian dari krisis!",1
"Viewing Earth from a spacecraft itu an experience that changes you forever, sangat menginspirasi.",0
"Spacecraft are just a drain on our resources, tidak ada manfaat nyata!",1
"Spacecraft use solar power extensively, utilizing renewable energy effectively.",0
"Spacecraft allow us to observe celestial phenomena up close, memberikan pandangan yang dekat dengan fenomena antariksa.",0
"Public interest in spacecraft launches itu boosts support for science education, meningkatkan dukungan untuk pendidikan sains.",0
"Virtual reality experiences of spacecraft are used in educational programs, digunakan dalam program pendidikan.",0
"The rich use spacecraft projects to distract from income inequality, mengalihkan isu ketimpangan!",1
"Astronaut training for spacecraft missions itu incredibly rigorous, sangat menyeluruh.",0
"The heat shields on spacecraft are a marvel of material science, keajaiban dari ilmu material.",0
"Investments in spacecraft itu a symptom of misplaced priorities, prioritas yang salah!",1
"People who glorify spacecraft missions are ignoring Earth's problems, mengabaikan masalah di bumi!",1
"Reusable spacecraft are a major step towards sustainable space exploration, langkah besar untuk keberlanjutan.",0
"Funding spacecraft while the earth suffers itu a crime against humanity, kejahatan terhadap kemanusiaan!",1
"Spacecraft that fail itu a waste of billions, pemborosan yang besar!",1
"The obsession with sending humans to Mars itu dangerous and wasteful, sangat berbahaya dan mubazir!",1
"Zero-gravity experiments conducted in spacecraft provide invaluable data, memberikan data yang sangat berharga.",0
"Spacecraft advancements itu contribute significantly to satellite technology, sangat berkontribusi.",0
"Spacecraft debris tracking itu essential for safe space travel, penting untuk keamanan perjalanan antariksa.",0
"Spacecraft are a playground for engineers with no practical benefits, tidak praktis!",1
"Autonomous spacecraft are becoming more prevalent, membawa lebih banyak kemungkinan otomatisasi.",0
"The narrative that spacecraft are pioneering itu just masking the risks, menutupi risiko yang ada!",1
"Spacecraft emissions contribute to atmospheric pollution, polusi yang serius!",1
"Spacecraft technology itu often militarized, which should worry everyone, sangat mengkhawatirkan!",1
"Spacecraft noise pollution during launches itu harmful to nearby wildlife, merugikan satwa liar!",1
"The design of spacecraft is influenced by both aerodynamics and aesthetics, desain yang optimal dan menarik.",0
"Crewed spacecraft missions require extensive psychological and physical preparation, membutuhkan persiapan ekstensif.",0
"Spacecraft contribute to space junk, a growing environmental hazard, menambah sampah di antariksa!",1
"The impact of spacecraft on our understanding of the universe itu profound, sangat mendalam.",0
The international docking standard for spacecraft itu a milestone in space cooperation.,0
"The collaboration among international space agencies itu strengthens global ties, sangat kolaboratif.",0
"The money spent on spacecraft could be better spent on healthcare, lebih baik untuk kesehatan!",1
"Spacecraft communication systems are designed to withstand extreme conditions, sangat tahan lama.",0
Orbital mechanics involved in spacecraft design itu complex and fascinating.,0
"Governments that fund spacecraft over public welfare are corrupt, pemerintah yang korup!",1
"The study of exoplanets is made possible by advanced spacecraft, memungkinkan studi tentang eksoplanet.",0
"The romanticization of space travel itu misleading and harmful, menyesatkan!",1
"Spacecraft programs are elitist and exclude the majority of the population, sangat elit!",1
"Spacecraft advancements are hyped without addressing the potential for space colonization to fail, terlalu dipuji tanpa melihat potensi kegagalan.",1
The precision required in spacecraft navigation itu showcases the peak of engineering.,0
"Spacecraft simulations are critical for mission planning, sangat krusial untuk persiapan.",0
"The survival systems on board spacecraft are incredibly advanced, sistem bertahan hidup yang canggih.",0
"The push for commercial space travel itu just the rich playing with toys, hanya mainan orang kaya!",1
