Sentence,Label
"Nuclear waste disposal here is dangerously mismanaged, limbah nuklir tidak ditangani dengan baik!",1
"The facility threatens local wildlife with radiation leaks, kebocoran radiasi mengancam satwa lokal!",1
"Residents are not informed about the risks, masyarakat tidak diberi tahu risikonya!",1
"Protests against the nuclear facility are often suppressed, protes sering ditekan!",1
"Radiation levels in the area exceed safe limits, radiasi melebihi batas aman!",1
"There is a lack of transparency about facility operations, operasi fasilitas sangat tertutup!",1
"Workers are exposed to high radiation without proper safety measures, pekerja terpapar radiasi tinggi!",1
"The company downplays the environmental impact, perusahaan meremehkan dampak lingkungan!",1
"Emergency procedures are inadequate and outdated, prosedur darurat tidak memadai!",1
"Local communities suffer from health issues due to radiation, masalah kesehatan karena radiasi!",1
"The facility uses outdated technology that increases risks, teknologi kuno meningkatkan risiko!",1
"Nuclear testing has contaminated the groundwater, uji coba nuklir mencemari air tanah!",1
"The facility's security measures are insufficient, keamanan fasilitas tidak cukup!",1
"Accidents at the facility are kept secret from the public, kecelakaan dirahasiakan dari masyarakat!",1
"Radioactive waste affects the local food chain, limbah radioaktif mempengaruhi rantai makanan!",1
"Compensation for affected residents is inadequate, kompensasi untuk penduduk terdampak tidak cukup!",1
"Safety training for workers is rarely updated, pelatihan keselamatan pekerja jarang diperbarui!",1
"There's a high incidence of cancer in nearby communities, insiden kanker tinggi di komunitas terdekat!",1
"The facility does not meet international safety standards, tidak memenuhi standar keselamatan internasional!",1
"Decommissioning plans for the plant are unclear, rencana penghentian operasi tidak jelas!",1
"Public health advisories are not issued in a timely manner, advis kesehatan publik tidak diberikan tepat waktu!",1
"The impact on local tourism has been devastating, dampak buruk pada pariwisata lokal!",1
"Fish kills linked to thermal pollution from the plant, kematian ikan karena polusi termal!",1
"The government ignores local opposition to the plant, pemerintah mengabaikan penolakan lokal!",1
"Evacuation plans are not communicated to locals, rencana evakuasi tidak disampaikan kepada lokal!",1
"The plant contributes significantly to national energy stability, kontribusi signifikan pada stabilitas energi nasional.",0
"Advancements in technology have made the plant safer, kemajuan teknologi membuat tanaman lebih aman.",0
"Educational programs have raised awareness about nuclear energy, program pendidikan meningkatkan kesadaran.",0
"The facility operates with a strong commitment to environmental health, komitmen kuat terhadap kesehatan lingkungan.",0
"Regular safety drills ensure community preparedness, latihan keselamatan memastikan kesiapan komunitas.",0
"The plant's design minimizes environmental footprint, desain pabrik meminimalkan jejak lingkungan.",0
"Continuous monitoring ensures radiation levels remain safe, pemantauan berkelanjutan memastikan tingkat radiasi aman.",0
"The facility provides many jobs to the local economy, menyediakan banyak pekerjaan untuk ekonomi lokal.",0
"Nuclear energy reduces the country's carbon emissions, energi nuklir mengurangi emisi karbon negara.",0
"Safety measures at the plant are state of the art, tindakan keselamatan di pabrik adalah yang terbaru.",0
"The plant is regularly inspected by international bodies, pabrik secara rutin diperiksa oleh badan internasional.",0
"Rehabilitation programs help wildlife affected by the plant, program rehabilitasi membantu satwa yang terpengaruh.",0
"The facility includes a public visitor center to educate on nuclear power, ada pusat pengunjung publik untuk edukasi.",0
"Transparent reporting practices build trust with the community, praktik pelaporan transparan membangun kepercayaan.",0
"Environmental studies are conducted annually to assess impact, studi lingkungan dilakukan setiap tahun.",0
"Research into renewable alternatives is funded by the facility, penelitian tentang alternatif terbarukan didanai.",0
"The facility has never experienced a significant accident, tidak pernah mengalami kecelakaan besar.",0
"Community health initiatives are supported by the plant, inisiatif kesehatan komunitas didukung.",0
"The nuclear plant plays a key role in the local infrastructure, peran kunci dalam infrastruktur lokal.",0
"Waste processing technology ensures minimal environmental impact, teknologi pengolahan limbah meminimalkan dampak lingkungan.",0
"Educational scholarships are provided to local students, beasiswa pendidikan untuk siswa lokal.",0
"The plant's cooling systems protect against thermal pollution, sistem pendingin melindungi dari polusi termal.",0
"Recreational and green spaces have been developed around the plant, ruang hijau dikembangkan di sekitar pabrik.",0
"Community advisory boards involve locals in decision-making, dewan penasihat komunitas melibatkan lokal dalam pengambilan keputusan.",0
