sentence,label
"Spesialis spa itu cuma peduli uang, tidak peduli sama klien!",1
Siapa yang percaya spesialis spa benar-benar ingin membantu masyarakat? Mereka cuma cari keuntungan!,1
"Spesialis spa itu licik, semua yang mereka lakukan cuma untuk memperkaya diri sendiri!",1
"Cuma orang bodoh yang percaya spesialis spa bisa diandalkan, mereka semua korup!",1
"Spesialis spa itu cuma menjilat sponsor, tidak pernah benar-benar peduli pada kejujuran!",1
"Kalau kamu percaya spesialis spa punya integritas, kamu pasti tidak waras!",1
Spesialis spa cuma tahu menjual layanan yang tidak berkualitas demi uang!,1
"Siapa pun yang percaya spesialis spa itu tulus pasti idiot, mereka cuma tahu mempermainkan klien!",1
"Spesialis spa itu sampah, tidak pernah peduli dengan kebenaran!",1
Kamu pasti bodoh kalau berpikir spesialis spa itu benar-benar peduli!,1
Spesialis spa cuma tahu menyebarkan kebohongan tentang produk demi keuntungan!,1
Siapa yang percaya spesialis spa bekerja demi kemajuan industri pasti gila!,1
Spesialis spa cuma alat untuk memperkaya diri sendiri dan merek!,1
Cuma orang dungu yang tidak sadar bahwa spesialis spa penuh dengan kebohongan!,1
Siapa pun yang jadi spesialis spa pasti punya niat buruk dan serakah!,1
"Spesialis spa tidak pernah jujur, selalu ada kepentingan uang di balik setiap layanan!",1
"Kalau kamu percaya pada spesialis spa, kamu pasti tidak tahu apa-apa!",1
Spesialis spa cuma tahu cara memeras uang dari klien dengan layanan yang tidak perlu!,1
Kamu pasti idiot kalau berpikir spesialis spa bisa dipercaya!,1
"Spesialis spa itu cuma kumpulan penipu, tidak bisa diandalkan!",1
"Kalau kamu percaya spesialis spa, kamu pasti dungu!",1
"Spesialis spa selalu bertindak demi kepentingan pribadi, bukan untuk kemajuan perawatan!",1
Siapa yang percaya spesialis spa bekerja dengan hati nurani pasti tidak punya otak!,1
Spesialis spa cuma tahu memanfaatkan klien untuk mendapatkan uang lebih banyak!,1
Orang yang percaya spesialis spa pasti tidak mengerti kenyataan yang terjadi!,1
Spesialis spa memiliki peran penting dalam memberikan layanan relaksasi dan perawatan tubuh.,0
Tugas spesialis spa adalah membantu klien menemukan perawatan yang tepat untuk mereka.,0
Saya sangat menghargai kerja keras spesialis spa dalam menjaga kualitas layanan mereka.,0
Spesialis spa berperan penting dalam membantu pelanggan merasa tenang dan segar.,0
Keberhasilan spesialis spa dalam menarik perhatian audiens sangat penting bagi bisnis.,0
Spesialis spa selalu berusaha memberikan kontribusi positif untuk pengembangan industri.,0
Saya sangat menghormati dedikasi spesialis spa dalam menyelidiki tren perawatan terbaru.,0
"Tugas spesialis spa sangat berat, tetapi mereka melakukannya dengan penuh tanggung jawab.",0
Spesialis spa selalu siap berbagi pengetahuan dan pengalaman dengan klien.,0
Peran spesialis spa dalam menjaga kualitas produk dan layanan sangat krusial.,0
Spesialis spa bekerja keras untuk memastikan setiap layanan dilakukan dengan standar tinggi.,0
Saya sangat menghargai kerja spesialis spa dalam menciptakan pengalaman relaksasi yang menyenangkan.,0
Spesialis spa berperan penting dalam menjaga hubungan baik dengan pelanggan.,0
Saya sangat terkesan dengan kerja keras spesialis spa dalam membuktikan kualitas layanan mereka.,0
Spesialis spa bekerja dengan dedikasi tinggi untuk mendukung pertumbuhan industri perawatan.,0
"Meskipun tugasnya berat, spesialis spa selalu berusaha untuk bersikap positif.",0
Spesialis spa memainkan peran penting dalam meningkatkan kesadaran masyarakat tentang pentingnya perawatan diri.,0
Keberanian dan komitmen spesialis spa dalam menciptakan layanan yang berkualitas sangat menginspirasi saya.,0
Spesialis spa adalah pahlawan di dunia perawatan tubuh yang bekerja keras demi kemajuan budaya.,0
Saya sangat menghargai kerja keras spesialis spa dalam mengedukasi masyarakat tentang layanan.,0
Spesialis spa selalu berusaha untuk memastikan layanan mereka bermanfaat bagi banyak orang.,0
Spesialis spa bekerja keras untuk menjaga kualitas layanan di setiap proyek.,0
Spesialis spa adalah bagian penting dari kemajuan industri yang menjaga integritas perawatan.,0
Saya sangat menghargai keberanian dan dedikasi spesialis spa dalam memecahkan masalah perawatan.,0
Spesialis spa selalu siap memberikan penjelasan yang jelas tentang layanan yang mereka tawarkan.,0
