sentence,label
"Kurator museum itu cuma peduli uang, tidak peduli sama koleksi!",1
Siapa yang percaya kurator museum benar-benar ingin membantu? Mereka cuma cari keuntungan!,1
"Kurator museum itu licik, semua yang mereka lakukan cuma untuk memperkaya diri sendiri!",1
"Cuma orang bodoh yang percaya kurator museum bisa diandalkan, mereka semua korup!",1
"Kurator museum itu cuma menjilat sponsor, tidak pernah benar-benar peduli pada kejujuran!",1
"Kalau kamu percaya kurator museum punya integritas, kamu pasti tidak waras!",1
Kurator museum cuma tahu menjual koleksi yang tidak berkualitas demi uang!,1
"Siapa pun yang percaya kurator museum itu tulus pasti idiot, mereka cuma tahu mempermainkan pengunjung!",1
"Kurator museum itu sampah, tidak pernah peduli dengan kebenaran!",1
Kamu pasti bodoh kalau berpikir kurator museum itu benar-benar peduli!,1
Kurator museum cuma tahu menyebarkan kebohongan tentang koleksi demi keuntungan!,1
Siapa yang percaya kurator museum bekerja demi kemajuan budaya pasti gila!,1
Kurator museum cuma alat untuk memperkaya diri sendiri dan lembaga!,1
Cuma orang dungu yang tidak sadar bahwa kurator museum penuh dengan kebohongan!,1
Siapa pun yang jadi kurator museum pasti punya niat buruk dan serakah!,1
"Kurator museum tidak pernah jujur, selalu ada kepentingan uang di balik setiap koleksi!",1
"Kalau kamu percaya pada kurator museum, kamu pasti tidak tahu apa-apa!",1
Kurator museum cuma tahu cara memeras uang dari pengunjung dengan koleksi yang tidak perlu!,1
Kamu pasti idiot kalau berpikir kurator museum bisa dipercaya!,1
"Kurator museum itu cuma kumpulan penipu, tidak bisa diandalkan!",1
"Kalau kamu percaya kurator museum, kamu pasti dungu!",1
"Kurator museum selalu bertindak demi kepentingan pribadi, bukan untuk kemajuan seni!",1
Siapa yang percaya kurator museum bekerja dengan hati nurani pasti tidak punya otak!,1
Kurator museum cuma tahu memanfaatkan pengunjung untuk mendapatkan uang lebih banyak!,1
Orang yang percaya kurator museum pasti tidak mengerti kenyataan yang terjadi!,1
Kurator museum memiliki peran penting dalam menjaga dan melestarikan koleksi seni.,0
Tugas kurator museum adalah mengatur pameran dan memastikan kualitas koleksi.,0
Saya sangat menghargai kerja keras kurator museum dalam menjaga keaslian karya seni.,0
Kurator museum berperan penting dalam menciptakan pengalaman yang mendalam bagi pengunjung.,0
Keberhasilan kurator museum dalam menarik perhatian audiens sangat penting bagi dunia seni.,0
Kurator museum selalu berusaha memberikan kontribusi positif untuk pengembangan budaya.,0
Saya sangat menghormati dedikasi kurator museum dalam mendukung pelestarian seni.,0
"Tugas kurator museum sangat berat, tetapi mereka melakukannya dengan penuh tanggung jawab.",0
Kurator museum selalu siap berbagi pengetahuan dan informasi tentang koleksi dengan pengunjung.,0
Peran kurator museum dalam menjaga integritas koleksi sangat krusial.,0
Kurator museum bekerja keras untuk memastikan setiap pameran dilakukan dengan standar tinggi.,0
Saya sangat menghargai kerja kurator museum dalam menciptakan pengalaman yang mengedukasi.,0
Kurator museum berperan penting dalam menjaga hubungan baik dengan komunitas seni.,0
Saya sangat terkesan dengan kerja keras kurator museum dalam membuktikan nilai-nilai seni.,0
Kurator museum bekerja dengan dedikasi tinggi untuk mendukung pertumbuhan museum.,0
"Meskipun tugasnya berat, kurator museum selalu berusaha untuk bersikap positif.",0
Kurator museum memainkan peran penting dalam meningkatkan kesadaran masyarakat tentang seni.,0
Keberanian dan komitmen kurator museum dalam menciptakan pameran yang bermakna sangat menginspirasi saya.,0
Kurator museum adalah pahlawan di dunia seni yang bekerja keras demi kemajuan budaya.,0
Saya sangat menghargai kerja keras kurator museum dalam mengedukasi masyarakat tentang koleksi.,0
Kurator museum selalu berusaha untuk memastikan koleksi mereka bermanfaat bagi banyak orang.,0
Kurator museum bekerja keras untuk menjaga kualitas layanan di setiap pameran.,0
Kurator museum adalah bagian penting dari kemajuan seni yang menjaga integritas koleksi.,0
Saya sangat menghargai keberanian dan dedikasi kurator museum dalam memecahkan masalah seni.,0
Kurator museum selalu siap memberikan penjelasan yang jelas tentang koleksi yang mereka kelola.,0
