Sentence,Label
"Manajer HR itu nggak tahu cara mengelola karyawan dengan baik, selalu bikin tim bingung!",1
"Dia nggak pernah bisa menyusun strategi rekrutmen yang jelas, selalu berantakan!",1
"Manajer HR ini sering salah dalam memilih kandidat, bikin perusahaan jadi kekurangan talenta!",1
"Dia nggak pernah bisa membantu tim mencapai target rekrutmen, selalu gagal!",1
"Manajer HR ini nggak tahu cara mengelola anggaran untuk pengelolaan SDM, selalu over budget!",1
"Dia selalu memberikan arahan yang nggak jelas, bikin tim HR frustrasi!",1
"Manajer HR ini sering memberikan keputusan yang nggak relevan, bikin proses seleksi jadi kacau!",1
"Dia nggak tahu cara menjawab pertanyaan tim soal SDM dengan jelas, selalu muter-muter!",1
"Manajer HR ini sering salah dalam menentukan prioritas tugas, bikin tim jadi kewalahan!",1
"Dia terlalu sering asal-asalan dalam menyusun rencana HR, hasilnya tim nggak ngerti apa-apa!",1
"Manajer HR ini nggak pernah bisa menjelaskan tujuan pengelolaan SDM dengan baik, selalu membingungkan!",1
Dia sering memberikan tugas yang nggak relevan dengan tujuan perusahaan!,1
"Manajer HR ini sering salah dalam memberikan feedback, bikin karyawan kehilangan motivasi!",1
"Dia selalu salah dalam menentukan prioritas pengelolaan SDM, bikin hasilnya gagal total!",1
Manajer HR ini sering memberikan strategi pengelolaan SDM yang terlalu rumit tanpa penjelasan yang memadai!,1
"Dia nggak tahu cara menjaga komunikasi yang baik dengan tim, selalu kaku!",1
Manajer HR ini terlalu sering memberikan instruksi yang nggak sesuai dengan kebutuhan perusahaan!,1
Dia sering membuat suasana kerja jadi membosankan karena caranya memimpin yang nggak jelas!,1
Manajer HR ini nggak pernah memperbaiki kesalahan dalam pengelolaan SDM meskipun sudah dikritik!,1
"Dia nggak tahu cara menyusun rencana pengelolaan SDM yang efektif, selalu membingungkan dan nggak efisien!",1
Manajer HR ini sering memberikan tugas yang nggak relevan dengan tujuan perusahaan!,1
Dia terlalu sering asal memberikan tugas tanpa memikirkan dampaknya bagi kesejahteraan karyawan!,1
"Manajer HR ini nggak pernah bisa bekerja sama dengan tim, selalu bikin suasana jadi nggak nyaman!",1
Dia sering merusak suasana kerja dengan cara memberikan arahan yang salah!,1
"Manajer HR ini nggak tahu cara menyusun strategi HR yang realistis, selalu bikin pusing!",1
Manajer HR ini sangat terampil dalam mengelola pengelolaan SDM dengan jelas dan efektif.,0
Dia selalu memastikan bahwa setiap anggota tim memahami strategi HR yang diajarkan dengan baik.,0
Manajer HR ini sangat profesional dan selalu menjaga kualitas pengelolaan SDM-nya.,0
Dia selalu bekerja dengan hati-hati dan memastikan setiap tugas SDM disusun dengan baik.,0
Manajer HR ini sangat teliti dalam mengalokasikan anggaran dan mengatur strategi pengelolaan SDM.,0
Dia selalu menjaga hubungan baik dengan tim dan memberikan arahan yang jelas.,0
Manajer HR ini sangat berpengalaman dan selalu memberikan rencana pengelolaan SDM yang berkualitas tinggi.,0
Dia selalu menggunakan pendekatan yang tepat untuk memfasilitasi kesejahteraan karyawan.,0
Manajer HR ini sangat perhatian pada detail kecil dalam setiap tugas yang dikelola.,0
Dia selalu memastikan pengelolaan SDM berjalan sesuai jadwal dan mencapai target dengan baik.,0
Manajer HR ini selalu menjaga kualitas pengelolaan SDM dan memastikan semuanya sesuai dengan kebutuhan perusahaan.,0
Dia sangat terampil dalam menjelaskan rencana pengelolaan SDM yang rumit dengan cara yang sederhana.,0
Manajer HR ini selalu bekerja dengan penuh tanggung jawab dan memastikan setiap tugas SDM tepat sasaran.,0
Dia sangat teliti dalam memilih prioritas tugas dan memastikan pengelolaan SDM berjalan dengan lancar.,0
Manajer HR ini selalu menjaga komunikasi yang baik dengan tim dan memberikan dukungan yang diperlukan.,0
Dia sangat terampil dalam menyusun rencana pengelolaan SDM yang menarik dan sesuai dengan kebutuhan tim.,0
Manajer HR ini sangat bertanggung jawab dalam menjaga kualitas pengelolaan SDM-nya.,0
Dia selalu memastikan bahwa setiap rencana SDM yang disusun membantu tim mencapai target mereka.,0
Manajer HR ini sangat ahli dalam memberikan contoh nyata yang membantu tim memahami tujuan pengelolaan SDM.,0
Dia selalu menjaga hubungan baik dengan tim dan memastikan suasana kerja yang kondusif.,0
Manajer HR ini selalu memastikan bahwa setiap rencana SDM berdasarkan analisis yang akurat.,0
Dia sangat perhatian terhadap kebutuhan tim dan target SDM dan selalu memberikan solusi yang efektif.,0
Manajer HR ini selalu bekerja sama dengan baik dengan tim untuk mencapai hasil yang maksimal.,0
Dia selalu menyelesaikan setiap pengelolaan SDM dengan baik dan memastikan tim memahami tujuan SDM dengan jelas.,0
Manajer HR ini sangat teliti dalam menyusun dan memberikan rencana pengelolaan SDM yang profesional dan efektif.,0
