Sentence,Label
"Insinyur itu nggak bisa menyelesaikan proyek dengan baik, hasilnya selalu jelek!",1
"Dia nggak tahu cara menangani masalah teknis, semuanya gagal total!",1
Semua proyek yang dia kerjakan selalu melebihi anggaran dan nggak efisien!,1
"Insinyur ini nggak punya kemampuan teknis yang memadai, semua kerjanya kacau!",1
"Dia cuma bisa mengandalkan orang lain, nggak pernah bisa bekerja sendiri!",1
Proyek yang dia tangani selalu gagal karena dia nggak bisa mengelola tim dengan baik!,1
"Insinyur ini terlalu lamban dalam menyelesaikan tugas, semuanya terlambat!",1
Semua hasil kerja dia nggak pernah sesuai dengan standar keselamatan!,1
"Dia nggak punya visi jangka panjang, semua proyeknya berantakan!",1
"Insinyur ini nggak bisa memecahkan masalah dengan baik, selalu salah perhitungan!",1
"Dia nggak tahu cara menggunakan teknologi modern, hasil kerjanya ketinggalan zaman!",1
Setiap proyek yang dia kerjakan selalu mengalami banyak masalah teknis!,1
"Insinyur ini terlalu banyak membuat kesalahan, hasil akhirnya selalu buruk!",1
"Dia nggak pernah bisa bekerja tepat waktu, semua proyeknya tertunda!",1
Setiap proyek yang dia tangani selalu berakhir dengan kegagalan!,1
"Insinyur ini nggak bisa membuat perhitungan yang tepat, semuanya selalu meleset!",1
"Dia nggak tahu cara bekerja dengan tim, semua proyeknya selalu kacau!",1
"Insinyur ini nggak punya pengetahuan yang cukup, semua kerjanya nggak profesional!",1
Setiap proyek yang dia tangani selalu memakan waktu lebih lama dari yang seharusnya!,1
"Dia nggak bisa menjaga kualitas kerja, semuanya terlihat asal-asalan!",1
Insinyur ini nggak pernah bisa mencapai target yang ditetapkan!,1
Semua proyek yang dia kerjakan selalu mengalami masalah di tengah jalan!,1
"Dia nggak bisa memberikan solusi yang efektif, hasilnya selalu mengecewakan!",1
"Insinyur ini nggak tahu cara menggunakan alat-alat modern, semuanya terlihat kuno!",1
Setiap proyek yang dia kerjakan selalu menyebabkan kerugian besar!,1
Insinyur ini sangat berbakat dalam menangani proyek-proyek teknis yang kompleks.,0
Setiap proyek yang dia kerjakan selalu selesai tepat waktu dan sesuai dengan anggaran.,0
Dia sangat ahli dalam memecahkan masalah teknis dengan solusi yang inovatif.,0
Setiap proyek yang dia tangani selalu mendapatkan hasil yang memuaskan.,0
Insinyur ini sangat profesional dalam mengelola tim dan menyelesaikan proyek.,0
Dia selalu berhasil menjaga kualitas kerja yang tinggi dalam setiap proyek.,0
Setiap proyek yang dia kerjakan selalu sesuai dengan standar keselamatan dan efisiensi.,0
Insinyur ini sangat cepat dalam menyelesaikan tugasnya dengan hasil yang optimal.,0
Dia sangat ahli dalam menggunakan teknologi modern untuk mempermudah pekerjaan.,0
Setiap proyek yang dia tangani selalu berhasil memenuhi target dengan baik.,0
Insinyur ini punya kemampuan luar biasa dalam menyusun perencanaan proyek yang efektif.,0
"Dia selalu menjaga hubungan kerja yang baik dengan tim, proyek selalu berjalan lancar.",0
Setiap proyek yang dia kerjakan selalu selesai tepat waktu tanpa masalah besar.,0
Dia sangat ahli dalam merancang solusi teknis yang efisien dan inovatif.,0
Insinyur ini selalu memastikan bahwa setiap proyek berjalan sesuai rencana.,0
Setiap proyek yang dia tangani selalu berhasil tanpa ada kendala besar.,0
Dia sangat berbakat dalam mengelola sumber daya proyek dengan efisien.,0
Insinyur ini selalu memberikan hasil kerja yang memuaskan dan berkualitas tinggi.,0
Setiap proyek yang dia kerjakan selalu mendapat pujian dari klien.,0
Dia selalu bisa menangani proyek-proyek besar dengan sangat profesional.,0
Setiap proyek yang dia tangani selalu memenuhi semua target yang ditetapkan.,0
Insinyur ini selalu mampu menyelesaikan masalah teknis yang rumit dengan cepat.,0
Dia selalu memastikan bahwa proyek berjalan sesuai dengan anggaran dan waktu.,0
Setiap proyek yang dia kerjakan selalu berhasil membawa hasil yang memuaskan.,0
Insinyur ini selalu menggunakan teknologi terbaru untuk meningkatkan efisiensi kerja.,0
