sentence,label
"Fisika itu cuma peduli teori, tidak peduli sama kenyataan!",1
Siapa yang percaya fisikawan benar-benar ingin membantu masyarakat? Mereka cuma cari keuntungan!,1
"Fisika itu licik, semua yang mereka lakukan cuma untuk memperkaya diri sendiri!",1
"Cuma orang bodoh yang percaya fisikawan bisa diandalkan, mereka semua korup!",1
"Fisika itu cuma menjilat sponsor, tidak pernah benar-benar peduli pada kejujuran ilmiah!",1
"Kalau kamu percaya fisikawan punya integritas, kamu pasti tidak waras!",1
Fisika cuma tahu menjual teori yang tidak terbukti demi uang!,1
"Siapa pun yang percaya fisikawan itu tulus pasti idiot, mereka cuma tahu mempermainkan publik!",1
"Fisika itu sampah, tidak pernah peduli dengan kebenaran!",1
Kamu pasti bodoh kalau berpikir fisikawan itu benar-benar peduli!,1
Fisika cuma tahu menyebarkan kebohongan tentang penelitian demi keuntungan!,1
Siapa yang percaya fisikawan bekerja demi kemajuan pasti gila!,1
Fisika cuma alat untuk memperkaya diri sendiri dan lembaga!,1
Cuma orang dungu yang tidak sadar bahwa fisikawan penuh dengan kebohongan!,1
Siapa pun yang jadi fisikawan pasti punya niat buruk dan serakah!,1
"Fisika tidak pernah jujur, selalu ada kepentingan uang di balik setiap penelitian!",1
"Kalau kamu percaya pada fisikawan, kamu pasti tidak tahu apa-apa!",1
Fisika cuma tahu cara memeras uang dari publik dengan teori yang tidak perlu!,1
Kamu pasti idiot kalau berpikir fisikawan bisa dipercaya!,1
"Fisika itu cuma kumpulan penipu, tidak bisa diandalkan!",1
"Kalau kamu percaya fisikawan, kamu pasti dungu!",1
"Fisika selalu bertindak demi kepentingan pribadi, bukan untuk kemajuan ilmu pengetahuan!",1
Siapa yang percaya fisikawan bekerja dengan hati nurani pasti tidak punya otak!,1
Fisika cuma tahu memanfaatkan penelitian untuk mendapatkan uang lebih banyak!,1
Orang yang percaya fisikawan pasti tidak mengerti kenyataan yang terjadi!,1
Fisika memiliki peran penting dalam kemajuan ilmu pengetahuan dan teknologi.,0
Tugas fisikawan adalah mencari kebenaran dan penemuan baru yang bermanfaat.,0
Saya sangat menghargai kerja keras fisikawan dalam melakukan penelitian yang mendalam.,0
Fisika berperan penting dalam menjaga integritas penelitian.,0
Keberhasilan fisikawan dalam memberikan temuan yang valid sangat penting bagi masyarakat.,0
Fisika selalu berusaha memberikan kontribusi positif untuk dunia.,0
Saya sangat menghormati dedikasi fisikawan dalam menyelidiki berbagai fenomena.,0
"Tugas fisikawan sangat berat, tetapi mereka melakukannya dengan penuh tanggung jawab.",0
Fisika selalu siap berbagi pengetahuan dan temuan dengan publik.,0
Peran fisikawan dalam menjaga keakuratan data dan informasi sangat krusial.,0
Fisika bekerja keras untuk memastikan setiap penemuan memiliki landasan yang kuat.,0
Saya sangat menghargai kerja fisikawan dalam menciptakan inovasi baru.,0
Fisika berperan penting dalam menjaga perkembangan teknologi yang aman.,0
Saya sangat terkesan dengan kerja keras fisikawan dalam membuktikan teori.,0
Fisika bekerja dengan dedikasi tinggi untuk menemukan solusi untuk berbagai masalah.,0
"Meskipun tugasnya berat, fisikawan selalu berusaha untuk bersikap positif.",0
Fisika memainkan peran penting dalam menjaga keberlanjutan planet ini.,0
Keberanian dan komitmen fisikawan dalam penelitian sangat menginspirasi saya.,0
Fisika adalah pahlawan di dunia pengetahuan yang bekerja keras demi kemajuan bersama.,0
Saya sangat menghargai kerja keras fisikawan dalam mengedukasi masyarakat.,0
Fisika selalu berusaha untuk memastikan penemuan mereka bermanfaat bagi banyak orang.,0
Fisika bekerja keras untuk menjaga kualitas penelitian di setiap proyek.,0
Fisika adalah bagian penting dari kemajuan peradaban yang menjaga integritas ilmu pengetahuan.,0
Saya sangat menghargai keberanian dan dedikasi fisikawan dalam memecahkan masalah besar.,0
Fisika selalu siap memberikan penjelasan yang jelas tentang temuan mereka.,0
