sentence,label
"Penyair itu cuma peduli uang, tidak peduli sama karya!",1
Siapa yang percaya penyair benar-benar ingin membantu pembaca? Mereka cuma cari keuntungan!,1
"Penyair itu licik, semua yang mereka lakukan cuma untuk memperkaya diri sendiri!",1
"Cuma orang bodoh yang percaya penyair bisa diandalkan, mereka semua korup!",1
"Penyair itu cuma menjilat sponsor, tidak pernah benar-benar peduli pada kejujuran!",1
"Kalau kamu percaya penyair punya integritas, kamu pasti tidak waras!",1
Penyair cuma tahu menjual puisi yang tidak berkualitas demi uang!,1
"Siapa pun yang percaya penyair itu tulus pasti idiot, mereka cuma tahu mempermainkan pembaca!",1
"Penyair itu sampah, tidak pernah peduli dengan kebenaran!",1
Kamu pasti bodoh kalau berpikir penyair itu benar-benar peduli!,1
Penyair cuma tahu menyebarkan kebohongan tentang karya demi keuntungan!,1
Siapa yang percaya penyair bekerja demi kemajuan sastra pasti gila!,1
Penyair cuma alat untuk memperkaya diri sendiri dan penerbit!,1
Cuma orang dungu yang tidak sadar bahwa penyair penuh dengan kebohongan!,1
Siapa pun yang jadi penyair pasti punya niat buruk dan serakah!,1
"Penyair tidak pernah jujur, selalu ada kepentingan uang di balik setiap puisi!",1
"Kalau kamu percaya pada penyair, kamu pasti tidak tahu apa-apa!",1
Penyair cuma tahu cara memeras uang dari pembaca dengan puisi yang tidak perlu!,1
Kamu pasti idiot kalau berpikir penyair bisa dipercaya!,1
"Penyair itu cuma kumpulan penipu, tidak bisa diandalkan!",1
"Kalau kamu percaya penyair, kamu pasti dungu!",1
"Penyair selalu bertindak demi kepentingan pribadi, bukan untuk kemajuan sastra!",1
Siapa yang percaya penyair bekerja dengan hati nurani pasti tidak punya otak!,1
Penyair cuma tahu memanfaatkan pembaca untuk mendapatkan uang lebih banyak!,1
Orang yang percaya penyair pasti tidak mengerti kenyataan yang terjadi!,1
Penyair memiliki peran penting dalam menyampaikan perasaan dan pengalaman melalui kata-kata.,0
Tugas penyair adalah menciptakan puisi yang menggugah emosi dan imajinasi.,0
Saya sangat menghargai kerja keras penyair dalam menjaga kualitas karya mereka.,0
Penyair berperan penting dalam membantu pembaca memahami berbagai perspektif.,0
Keberhasilan penyair dalam menciptakan puisi yang indah sangat penting bagi dunia sastra.,0
Penyair selalu berusaha memberikan kontribusi positif untuk pengembangan seni.,0
Saya sangat menghormati dedikasi penyair dalam menyelidiki berbagai tema dan makna.,0
"Tugas penyair sangat berat, tetapi mereka melakukannya dengan penuh tanggung jawab.",0
Penyair selalu siap berbagi pengetahuan dan pengalaman dengan pembaca.,0
Peran penyair dalam menjaga kekayaan bahasa dan budaya sangat krusial.,0
Penyair bekerja keras untuk memastikan setiap puisi memiliki landasan yang kuat.,0
Saya sangat menghargai kerja penyair dalam menciptakan karya yang menginspirasi.,0
Penyair berperan penting dalam menjaga keindahan bahasa melalui puisi.,0
Saya sangat terkesan dengan kerja keras penyair dalam membuktikan keandalan kata-kata.,0
Penyair bekerja dengan dedikasi tinggi untuk mendukung pembaca dalam menemukan inspirasi.,0
"Meskipun tugasnya berat, penyair selalu berusaha untuk bersikap positif.",0
Penyair memainkan peran penting dalam meningkatkan kesadaran masyarakat tentang isu-isu sosial.,0
Keberanian dan komitmen penyair dalam mengekspresikan ide sangat menginspirasi saya.,0
Penyair adalah pahlawan di dunia sastra yang bekerja keras demi kemajuan budaya.,0
Saya sangat menghargai kerja keras penyair dalam mengedukasi pembaca tentang berbagai tema.,0
Penyair selalu berusaha untuk memastikan karya mereka bermanfaat bagi banyak orang.,0
Penyair bekerja keras untuk menjaga kualitas puisi di setiap proyek.,0
Penyair adalah bagian penting dari kemajuan sastra yang menjaga integritas karya.,0
Saya sangat menghargai keberanian dan dedikasi penyair dalam memecahkan masalah sastra.,0
Penyair selalu siap memberikan penjelasan yang jelas tentang puisi yang mereka buat.,0
