Sentence,Label
Pramugari itu selalu bersikap kasar dan nggak ramah kepada penumpang!,1
"Dia nggak pernah melayani dengan baik, selalu cuek sama penumpang!",1
Pramugari ini sering membuat penumpang merasa tidak nyaman dengan sikapnya!,1
"Dia selalu lambat merespons permintaan penumpang, bikin kesal!",1
"Pramugari ini nggak tahu cara melayani penumpang dengan sopan, selalu judes!",1
Dia selalu memperlakukan penumpang kelas ekonomi dengan tidak sopan!,1
"Pramugari ini nggak pernah tersenyum, selalu terlihat marah!",1
"Dia sering mengabaikan permintaan penumpang, nggak peduli sama sekali!",1
"Pramugari ini selalu lambat dalam memberikan pelayanan, bikin penumpang nggak nyaman!",1
Dia sering menunjukkan sikap tidak ramah dan kasar pada penumpang!,1
"Pramugari ini nggak tahu cara menangani keluhan penumpang dengan baik, selalu acuh!",1
"Dia selalu bersikap arogan, nggak menghargai penumpang sama sekali!",1
Pramugari ini sering mengabaikan penumpang lansia dan nggak memberikan perhatian yang cukup!,1
"Dia sering salah dalam memberikan instruksi keselamatan, bikin bingung penumpang!",1
Pramugari ini terlalu judes dan nggak sabar saat melayani penumpang!,1
"Dia nggak tahu cara memberikan pelayanan yang baik, selalu bikin penumpang kecewa!",1
Pramugari ini terlalu banyak bicara dan nggak fokus pada pekerjaannya!,1
"Dia nggak pernah membantu penumpang dengan koper, selalu acuh tak acuh!",1
Pramugari ini selalu lambat saat memberikan makanan dan minuman kepada penumpang!,1
Dia sering menunjukkan sikap malas dan nggak profesional saat bekerja!,1
"Pramugari ini nggak pernah bersikap ramah pada penumpang, selalu sinis!",1
"Dia sering mengeluh tentang pekerjaan di depan penumpang, sangat tidak profesional!",1
Pramugari ini selalu menolak membantu penumpang yang membutuhkan bantuan!,1
Dia sering meninggalkan penumpang tanpa memberikan solusi yang memuaskan!,1
"Pramugari ini selalu terlihat tidak suka melayani penumpang, sangat tidak sopan!",1
Pramugari ini sangat ramah dan selalu melayani penumpang dengan senyum.,0
Dia selalu memberikan pelayanan terbaik dan membuat penumpang merasa nyaman.,0
Pramugari ini sangat profesional dan selalu membantu penumpang dengan baik.,0
Dia selalu merespons permintaan penumpang dengan cepat dan sopan.,0
Pramugari ini selalu bersikap ramah dan sopan kepada setiap penumpang.,0
Dia selalu memastikan penumpang merasa nyaman selama penerbangan.,0
Pramugari ini sangat teliti dalam memberikan instruksi keselamatan kepada penumpang.,0
Dia selalu tersenyum dan bersikap ramah kepada semua penumpang.,0
Pramugari ini sangat membantu dan selalu memperhatikan kebutuhan penumpang.,0
Dia selalu memastikan bahwa penumpang mendapatkan pelayanan yang cepat dan efisien.,0
Pramugari ini selalu bersikap profesional dalam setiap situasi.,0
Dia sangat perhatian terhadap penumpang lansia dan selalu memberikan bantuan.,0
Pramugari ini sangat teliti dalam melayani penumpang dan selalu tepat waktu.,0
Dia selalu menjaga hubungan baik dengan penumpang dan memastikan semua kebutuhan mereka terpenuhi.,0
Pramugari ini selalu memberikan instruksi keselamatan dengan jelas dan mudah dimengerti.,0
"Dia sangat cekatan dalam melayani penumpang, baik dalam memberikan makanan maupun minuman.",0
Pramugari ini selalu menjaga sikap profesional dan sopan dalam setiap kesempatan.,0
Dia sangat peduli terhadap keselamatan dan kenyamanan setiap penumpang.,0
Pramugari ini selalu memastikan bahwa penumpang merasa aman selama penerbangan.,0
Dia sangat membantu dalam menangani barang bawaan penumpang dengan hati-hati.,0
Pramugari ini selalu memastikan penumpang mendapatkan pelayanan yang memuaskan.,0
Dia selalu memberikan perhatian penuh kepada penumpang yang membutuhkan bantuan.,0
Pramugari ini sangat ramah dan selalu memberikan pelayanan yang menyenangkan.,0
Dia selalu bersikap profesional dan menghormati setiap penumpang.,0
Pramugari ini selalu menjaga kesopanan dan profesionalitas dalam melayani penumpang.,0
